,Unnamed: 0,id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,host_response_time,host_identity_verified,host_response_rate,host_is_superhost,nr_of_bathrooms,bedrooms,accommodates,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
7900,13474,38200185,193941293,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79629,-9.39168,4,75,1,5,0.18,3,338,0,1,1,1.0,0,1.0,1.0,4,4.4,5.0,4.4,5.0,5.0,4.2
7901,13475,38200376,289051432,Lisboa,Belm,38.69937,-9.19586,4,90,1,6,0.22,2,154,0,1,0,1.0,0,1.0,1.0,4,4.67,5.0,5.0,5.0,4.83,4.83
7902,13476,38200432,289051432,Lisboa,Belm,38.69953,-9.19586,4,65,1,23,0.84,2,64,7,1,0,1.0,0,1.0,1.0,4,4.48,4.96,4.87,4.91,4.61,4.26
7903,13477,38201596,290159529,Sintra,Colares,38.84144,-9.46072,4,140,2,80,2.95,5,264,38,1,1,1.0,1,1.0,1.0,4,4.98,4.84,5.0,5.0,4.99,4.75
7904,13479,38208321,193941293,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79684,-9.39288,4,62,1,7,0.25,3,323,3,1,1,1.0,0,1.0,1.0,4,4.14,4.57,5.0,4.71,4.86,4.43
7905,13480,38209617,17163789,Lisboa,Santa Maria Maior,38.70902,-9.13749,4,125,1,10,0.38,16,277,0,1,1,1.0,1,2.0,2.0,4,4.7,5.0,4.8,4.5,5.0,4.6
7906,13481,38211711,181902,Lisboa,Santa Maria Maior,38.71127,-9.13675,4,153,1,25,1.0,18,311,16,1,1,1.0,1,2.0,3.0,8,4.88,4.84,4.96,4.92,4.88,4.68
7907,13482,38213620,246074541,Cascais,Carcavelos e Parede,38.68755,-9.35006,2,30,3,24,0.87,6,360,5,1,1,1.0,1,3.5,1.0,2,4.71,4.92,4.96,4.75,4.83,4.83
7908,13483,38213927,246074541,Cascais,Carcavelos e Parede,38.68642,-9.35044,2,30,3,10,0.36,6,358,2,1,1,1.0,1,3.5,1.0,2,5.0,5.0,5.0,5.0,5.0,4.9
7909,13484,38214276,246074541,Cascais,Carcavelos e Parede,38.68742,-9.35206,2,30,3,8,0.29,6,365,2,1,1,1.0,1,3.5,1.0,2,5.0,5.0,5.0,5.0,5.0,5.0
7910,13485,38214905,46170730,Lisboa,Santa Maria Maior,38.713467,-9.130881,4,91,2,49,1.81,13,286,21,1,1,1.0,0,1.0,1.0,2,4.63,4.78,5.0,4.88,4.84,4.59
7911,13486,38215266,246074541,Cascais,Carcavelos e Parede,38.68603,-9.35191,2,30,3,21,0.77,6,364,12,1,1,1.0,1,3.5,1.0,2,4.9,5.0,5.0,4.95,4.76,4.67
7912,13488,38223509,181052310,Cascais,Cascais e Estoril,38.72062,-9.46358,4,65,3,30,1.09,1,363,19,1,1,1.0,1,1.0,1.0,2,4.93,4.93,5.0,5.0,4.93,4.83
7913,13492,38237566,48493110,Lisboa,Alcntara,38.70658,-9.17609,4,58,2,5,0.31,1,164,4,1,0,1.0,0,1.0,1.0,4,4.6,5.0,4.6,5.0,4.2,4.4
7914,13493,38237826,290562167,Lisboa,So Domingos de Benfica,38.74465,-9.17512,4,66,2,22,0.84,2,283,5,2,0,1.0,0,2.0,2.0,4,4.64,4.68,4.91,4.73,4.82,4.73
7915,13495,38238215,12235844,Lisboa,Santo Antnio,38.71816,-9.14278,4,55,1,87,3.25,1,234,0,1,1,1.0,1,1.0,1.0,4,4.87,4.87,4.97,4.97,4.92,4.83
7916,13496,38247854,290667187,Amadora,Venteira,38.75874,-9.24877,2,40,2,11,0.46,1,258,6,1,0,1.0,0,1.0,1.0,3,4.91,4.91,4.91,4.91,4.73,4.64
7918,13499,38276336,100935680,Lisboa,Arroios,38.72156,-9.13369,4,120,1,21,0.76,2,74,0,3,0,0.89,0,1.0,1.0,3,4.81,4.86,4.95,4.9,4.71,4.71
7919,13500,38283736,291023054,Lisboa,Santa Maria Maior,38.70828,-9.13778,4,75,2,57,2.15,1,31,26,1,0,1.0,1,1.0,1.0,4,4.96,4.95,4.93,4.95,4.98,4.89
7920,13501,38309456,74676610,Lisboa,Alcntara,38.7028,-9.17818,4,45,2,30,1.11,2,8,7,1,1,1.0,0,1.0,1.0,2,4.47,4.8,4.73,4.57,4.83,4.33
7921,13502,38314443,151531438,Lisboa,Misericrdia,38.70857,-9.14638,4,100,2,21,3.3,10,321,21,1,1,0.96,0,1.0,2.0,4,4.48,4.19,4.76,4.38,4.86,4.62
7922,13503,38314727,151531438,Lisboa,Misericrdia,38.70688,-9.14421,4,94,2,2,0.36,10,307,2,1,1,0.96,0,1.0,2.0,4,5.0,5.0,5.0,5.0,5.0,5.0
7923,13504,38314992,151531438,Lisboa,Misericrdia,38.70858,-9.14588,4,96,2,20,3.09,10,345,20,1,1,0.96,0,1.0,2.0,4,4.7,4.65,4.75,4.4,4.95,4.8
7924,13506,38316582,151531438,Lisboa,Misericrdia,38.70726,-9.14624,4,100,2,5,1.69,10,340,5,1,1,0.96,0,1.0,2.0,4,4.2,4.0,4.4,3.2,5.0,4.6
7925,13508,38320823,167394294,Lisboa,Santa Maria Maior,38.71252,-9.13705,4,136,2,25,0.92,1,363,14,1,1,1.0,0,2.0,2.0,4,4.84,4.68,4.8,5.0,5.0,4.84
7926,13509,38321120,25227228,Lisboa,Santa Maria Maior,38.71212,-9.12877,4,180,3,10,0.39,8,348,5,1,1,1.0,1,2.0,2.0,6,4.8,4.9,5.0,5.0,5.0,4.8
7927,13510,38321380,25227228,Lisboa,Santa Maria Maior,38.71212,-9.12877,4,300,3,20,0.77,8,264,8,1,1,1.0,1,3.0,5.0,10,4.95,4.9,5.0,5.0,4.95,4.8
7928,13511,38327601,154672532,Odivelas,Odivelas,38.78945,-9.18869,4,200,2,4,0.16,1,363,0,4,1,0.25,0,2.0,3.0,6,5.0,5.0,4.5,5.0,5.0,5.0
7929,13514,38342217,106937197,Cascais,Cascais e Estoril,38.70137,-9.43567,4,190,4,6,0.23,25,358,2,1,1,1.0,1,1.5,2.0,6,5.0,4.83,5.0,5.0,5.0,4.67
7930,13515,38343017,23948359,Lisboa,Lumiar,38.77658,-9.15178,4,95,14,10,0.37,1,351,5,1,1,1.0,0,1.0,1.0,4,4.6,5.0,4.9,4.9,4.4,4.6
7931,13517,38344656,151531438,Lisboa,Misericrdia,38.70661,-9.14607,4,77,2,15,0.58,10,362,14,1,1,0.96,0,1.0,1.0,2,4.73,4.73,4.73,4.4,4.87,4.67
7932,13519,38345366,151531438,Lisboa,Misericrdia,38.70882,-9.1464,4,78,2,6,0.24,10,355,5,1,1,0.96,0,1.0,1.0,2,4.67,4.5,5.0,4.5,4.83,4.33
7933,13520,38345644,151531438,Lisboa,Misericrdia,38.7087,-9.14562,4,77,2,14,0.54,10,323,13,1,1,0.96,0,1.0,1.0,2,4.71,4.57,4.64,4.43,4.93,4.64
7934,13523,38356216,106937197,Cascais,Cascais e Estoril,38.70267,-9.43494,4,120,4,5,0.25,25,350,3,1,1,1.0,1,1.5,2.0,6,4.8,4.6,4.8,5.0,4.8,4.4
7935,13524,38375563,292228127,Torres Vedras,A dos Cunhados e Maceira,39.14412,-9.36589,4,174,1,19,1.19,1,264,15,2,1,1.0,0,2.0,6.0,12,4.32,3.79,4.68,4.42,4.47,4.37
7936,13526,38400578,167967267,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79179,-9.38075,4,123,2,4,0.21,1,354,3,2,0,1.0,0,2.0,2.0,4,4.75,5.0,5.0,5.0,5.0,4.75
7937,13528,38403517,292470363,Lisboa,So Vicente,38.72227,-9.12608,4,49,2,36,1.41,1,344,18,2,1,1.0,0,1.0,2.0,4,4.64,4.86,4.89,4.83,4.2,4.66
7938,13531,38422084,264570199,Lisboa,Olivais,38.76714,-9.11141,4,63,2,63,2.31,1,333,29,1,1,1.0,1,1.0,1.0,4,4.86,4.9,4.94,4.9,4.79,4.71
7939,13532,38425508,4191034,Lisboa,Santo Antnio,38.72181,-9.14401,4,55,3,80,3.08,2,105,38,1,1,1.0,1,1.0,1.0,3,4.93,4.9,4.95,4.94,4.93,4.84
7940,13535,38431015,290159529,Sintra,Colares,38.84159,-9.46226,4,110,2,71,2.81,5,297,33,1,1,1.0,1,1.0,1.0,2,4.86,4.72,4.96,4.97,4.99,4.73
7941,13536,38431545,41260131,Lisboa,Penha de Frana,38.72445,-9.12902,4,42,20,2,0.41,1,122,2,2,1,1.0,0,2.0,3.0,4,4.5,4.5,4.0,5.0,5.0,4.5
7943,13539,38452783,32357937,Lisboa,Campo de Ourique,38.71705,-9.15857,4,70,6,7,0.26,3,139,3,1,1,1.0,0,1.0,2.0,3,4.14,4.0,4.29,4.0,4.29,3.86
7944,13541,38455027,32357937,Lisboa,Campo de Ourique,38.7188,-9.15824,4,70,5,5,0.18,3,153,4,1,1,1.0,0,1.0,1.0,3,4.25,4.75,5.0,4.75,5.0,4.0
7945,13542,38472649,4136940,Sintra,Colares,38.8276,-9.46848,4,77,3,34,1.3,2,328,8,2,1,1.0,1,1.0,3.0,4,5.0,5.0,5.0,5.0,4.97,4.94
7946,13543,38473844,293338304,Cascais,Carcavelos e Parede,38.68649,-9.34698,4,60,4,14,0.55,1,331,9,1,0,1.0,0,1.0,1.0,4,4.57,4.64,4.64,4.79,4.43,4.64
7947,13544,38474598,133897230,Lisboa,Misericrdia,38.70944,-9.14589,4,90,3,10,0.38,2,340,3,1,1,1.0,1,1.0,2.0,4,4.8,5.0,5.0,5.0,5.0,4.8
7948,13545,38478185,100917523,Cascais,Carcavelos e Parede,38.68054,-9.33006,4,80,1,63,2.32,4,17,21,1,1,0.98,0,1.0,1.0,2,4.81,4.75,4.59,4.79,4.86,4.54
7949,13550,38485247,4136940,Sintra,Colares,38.82729,-9.46835,4,57,3,49,1.86,2,352,20,2,1,1.0,1,1.0,1.0,2,4.92,4.96,5.0,4.88,4.94,4.81
7950,13553,38499165,283277452,Lisboa,Arroios,38.72023,-9.13748,4,278,2,16,0.6,1,244,1,2,1,1.0,0,2.0,4.0,8,4.67,4.93,4.73,4.6,4.27,4.67
7951,13556,38505636,56873559,Lisboa,Misericrdia,38.71468,-9.14546,2,74,1,12,0.45,4,329,3,2,1,0.92,0,1.0,1.0,2,4.67,4.75,5.0,4.75,4.58,4.5
7952,13557,38508497,56873559,Lisboa,Misericrdia,38.71468,-9.14546,2,82,1,15,0.64,4,341,8,2,1,0.92,0,1.0,1.0,3,4.73,4.93,5.0,4.87,4.8,4.73
7953,13558,38508855,56873559,Lisboa,Misericrdia,38.71468,-9.14546,3,58,1,68,2.54,4,308,19,2,1,0.92,0,1.0,1.0,2,4.78,4.9,4.85,4.88,4.88,4.71
7954,13560,38513315,293702625,Loures,"Santa Iria de Azoia, So Joo da Talha e Bobadela",38.82229,-9.09514,2,18,2,9,0.39,2,159,8,2,1,1.0,0,1.5,1.0,2,4.89,5.0,5.0,5.0,4.44,5.0
7955,13561,38519514,15826725,Lisboa,Arroios,38.73446,-9.13441,4,54,2,34,1.26,19,170,14,1,1,1.0,0,1.0,1.0,4,4.56,4.59,4.91,4.74,4.91,4.32
7956,13562,38519925,254502259,Amadora,guas Livres,38.74816,-9.23012,4,110,3,3,0.12,3,312,0,1,0,1.0,0,1.0,1.0,4,5.0,4.67,5.0,5.0,4.67,5.0
7957,13563,38521062,208443048,Lisboa,Avenidas Novas,38.73991,-9.14659,4,80,2,29,1.09,10,331,20,1,1,0.96,1,2.5,2.0,6,4.86,4.52,5.0,5.0,4.97,4.86
7958,13564,38521424,231152462,Lisboa,So Vicente,38.71355,-9.1241,4,230,2,34,1.26,5,365,19,1,1,1.0,1,2.0,3.0,6,4.74,4.68,4.62,4.74,4.88,4.59
7959,13566,38540949,98229262,Lisboa,Santa Maria Maior,38.71589,-9.13731,2,26,1,48,3.33,20,104,43,1,1,0.99,0,3.5,1.0,2,4.56,4.63,4.75,4.69,4.71,4.6
7960,13567,38543430,701650,Lisboa,So Vicente,38.71941,-9.12218,4,60,2,18,0.68,10,57,14,1,1,0.95,0,1.0,1.0,2,4.83,4.89,4.61,4.94,4.39,4.83
7961,13568,38552346,6065977,Lisboa,Arroios,38.7238,-9.13186,4,300,1,8,0.3,8,0,0,1,1,1.0,1,1.5,4.0,8,5.0,5.0,5.0,5.0,4.88,4.88
7962,13569,38566196,98229262,Lisboa,Santa Maria Maior,38.71481,-9.13881,2,33,1,12,0.86,20,111,10,1,1,0.99,0,1.0,1.0,2,4.17,4.25,4.5,4.42,4.42,4.08
7963,13570,38566393,5691663,Lisboa,Santa Maria Maior,38.71187,-9.14234,4,63,2,60,2.21,65,288,32,1,1,1.0,1,2.0,2.0,4,4.77,4.97,4.87,4.95,4.98,4.73
7964,13571,38568880,4922515,Lisboa,Campo de Ourique,38.71857,-9.15946,4,40,2,34,1.26,4,0,0,3,1,1.0,1,1.0,1.0,3,5.0,4.91,5.0,5.0,4.97,4.97
7965,13573,38572753,98229262,Lisboa,Santa Maria Maior,38.71503,-9.13702,2,27,1,15,2.27,20,109,15,1,1,0.99,0,3.5,1.0,2,4.53,4.6,4.67,4.6,4.93,4.73
7966,13574,38575203,45476011,Lisboa,Arroios,38.73495,-9.13363,2,49,2,2,0.08,1,343,1,1,0,1.0,0,1.0,1.0,2,5.0,4.5,5.0,5.0,5.0,5.0
7967,13576,38577201,23780167,Lisboa,Santa Maria Maior,38.71235,-9.14056,4,155,2,20,0.75,18,329,0,3,1,0.67,0,1.0,2.0,6,4.85,4.85,4.75,5.0,5.0,4.75
7968,13578,38594996,263430975,Lisboa,Santa Maria Maior,38.71212,-9.13263,4,70,2,3,0.12,8,263,0,1,0,0.8,0,1.0,1.0,4,3.67,5.0,5.0,4.0,5.0,4.67
7969,13580,38604050,269093459,Lisboa,Alcntara,38.70372,-9.17722,1,20,1,11,0.42,25,311,3,1,1,1.0,0,1.0,1.0,1,4.82,4.45,4.82,4.82,4.91,5.0
7970,13581,38605736,294765316,Lisboa,Santo Antnio,38.7192,-9.14231,3,57,1,24,0.91,6,319,8,1,1,1.0,0,1.0,1.0,2,4.29,4.79,4.75,4.96,4.63,4.38
7971,13582,38615575,33148700,Lisboa,Penha de Frana,38.73239,-9.1312,2,25,1,17,0.63,3,225,6,1,1,1.0,0,2.0,1.0,4,4.18,3.82,4.47,4.71,4.71,4.06
7972,13584,38622312,294765316,Lisboa,Santo Antnio,38.72132,-9.1431,3,57,1,34,1.31,6,302,10,1,1,1.0,0,1.0,1.0,2,4.79,4.91,4.88,4.91,4.82,4.85
7973,13585,38622366,294765316,Lisboa,Santo Antnio,38.72089,-9.14268,3,57,1,43,1.64,6,334,23,1,1,1.0,0,1.0,1.0,2,4.77,4.88,4.74,4.86,4.84,4.72
7974,13586,38622370,294765316,Lisboa,Santo Antnio,38.71924,-9.1414,3,57,1,5,0.19,6,307,0,1,1,1.0,0,1.0,1.0,2,5.0,5.0,5.0,5.0,4.8,4.8
7975,13587,38622373,294765316,Lisboa,Santo Antnio,38.7211,-9.14273,3,57,1,95,3.59,6,321,46,1,1,1.0,0,1.0,1.0,2,4.73,4.91,4.77,4.79,4.78,4.64
7976,13588,38622378,294765316,Lisboa,Santo Antnio,38.71926,-9.14254,3,57,1,52,1.98,6,299,24,1,1,1.0,0,1.0,1.0,2,4.56,4.9,4.75,4.87,4.67,4.62
7977,13589,38631578,140383680,Mafra,Ericeira,38.98272,-9.41314,4,100,30,9,0.34,3,48,0,2,0,1.0,0,1.0,1.0,5,4.89,4.89,5.0,5.0,4.78,4.78
7978,13590,38641624,272000369,Lisboa,Parque das Naes,38.78913,-9.09822,4,120,10,3,0.11,1,257,0,1,0,1.0,0,1.5,2.0,4,5.0,5.0,4.5,4.5,5.0,4.0
7979,13592,38645884,175438977,Lourinh,Miragaia e Marteleira,39.23556,-9.26573,4,74,2,9,0.52,2,268,5,2,1,1.0,1,2.0,2.0,5,5.0,5.0,5.0,5.0,4.89,5.0
7980,13593,38656962,186469894,Lisboa,Santo Antnio,38.71985,-9.14981,4,230,3,48,1.8,2,275,19,1,1,0.95,1,3.5,3.0,6,4.96,4.96,4.98,4.85,4.9,4.92
7981,13594,38667450,188757993,Lisboa,Arroios,38.72028,-9.1353,4,99,2,6,0.22,3,349,1,2,1,1.0,0,1.0,2.0,6,4.83,5.0,5.0,5.0,5.0,4.5
7982,13605,38697623,211306953,Lisboa,So Vicente,38.72065,-9.12824,4,110,2,11,0.41,10,65,4,1,1,1.0,0,1.0,3.0,5,4.7,4.4,4.9,5.0,4.9,4.7
7983,13606,38713559,264430500,Lisboa,Avenidas Novas,38.73442,-9.14675,4,80,30,2,1.09,4,194,2,3,1,0.71,0,1.0,3.0,4,4.5,4.5,5.0,5.0,5.0,5.0
7984,13610,38716185,276599955,Lisboa,Arroios,38.7344,-9.13272,4,120,3,44,1.64,3,251,15,1,1,0.82,0,2.0,2.0,6,4.77,4.66,4.89,4.84,4.66,4.68
7985,13611,38717477,268651206,Lisboa,Santa Maria Maior,38.70889,-9.1331,4,100,4,13,0.55,9,168,9,1,1,1.0,0,1.0,3.0,6,4.54,4.38,4.77,4.85,4.85,4.69
7986,13612,38719078,14317794,Lisboa,Marvila,38.73861,-9.10352,4,75,3,17,0.64,19,252,8,1,1,1.0,0,1.0,1.0,2,4.76,4.76,4.94,4.94,4.53,4.76
7987,13616,38725276,242050985,Lisboa,Santa Maria Maior,38.71125,-9.1403,2,30,1,20,0.75,24,87,2,1,1,0.99,0,1.0,1.0,2,3.7,3.7,4.3,4.1,4.6,3.95
7988,13618,38735227,37926928,Mafra,Santo Isidoro,38.98657,-9.36518,4,60,5,6,1.96,2,326,6,1,1,1.0,1,1.0,1.0,2,4.83,4.5,5.0,5.0,4.83,4.67
7989,13623,38739084,45239398,Lisboa,Santo Antnio,38.71637,-9.1461,4,102,2,15,3.13,4,362,15,1,1,1.0,0,1.0,1.0,2,4.93,5.0,4.93,4.93,5.0,4.87
7990,13625,38748052,23496122,Lisboa,Campolide,38.73744,-9.16415,2,42,1,4,0.44,7,353,4,1,1,0.93,0,1.0,1.0,1,4.5,5.0,5.0,5.0,4.75,4.0
7991,13626,38755334,296373486,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.79899,-9.38044,4,60,2,19,0.72,2,364,11,1,1,1.0,0,1.0,2.0,4,4.53,4.53,4.68,4.63,4.74,4.63
7992,13627,38756316,224362541,Cascais,Cascais e Estoril,38.70867,-9.44731,4,200,2,8,0.34,3,306,1,1,1,1.0,0,3.0,4.0,10,4.63,4.75,4.88,4.63,5.0,4.38
7994,13630,38776413,296550598,Lisboa,Santa Maria Maior,38.71379,-9.14164,4,94,2,20,0.77,1,177,11,1,0,1.0,0,2.0,1.0,4,4.55,4.55,4.7,4.6,4.9,4.35
7995,13632,38789016,61033404,Lisboa,Santo Antnio,38.71944,-9.15026,4,92,2,35,1.3,25,363,15,1,1,0.92,0,1.0,1.0,4,4.69,4.69,4.71,4.8,4.89,4.57
7996,13634,38794051,23780167,Lisboa,Santa Maria Maior,38.71173,-9.1361,4,135,2,13,0.49,18,298,0,3,1,0.67,0,2.0,3.0,8,4.77,4.62,4.46,4.77,5.0,4.69
7997,13639,38822864,106153503,Lourinh,Ribamar,39.20277,-9.33347,4,65,2,1,0.3,9,89,1,1,1,1.0,0,1.0,1.0,3,4.0,4.0,4.0,4.0,4.0,4.0
7998,13640,38823392,269093459,Lisboa,Alcntara,38.70346,-9.17752,1,20,1,3,0.11,25,253,0,1,1,1.0,0,4.5,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0
7999,13641,38830432,6210602,Lisboa,Misericrdia,38.70986,-9.14436,4,39,2,6,0.24,3,252,0,4,1,0.0,0,1.0,2.0,4,4.83,4.83,5.0,4.83,5.0,4.83
8000,13646,38842878,297383246,Lisboa,Misericrdia,38.71064,-9.15137,2,104,1,7,0.49,7,359,6,1,1,1.0,0,1.0,1.0,2,3.86,3.57,4.0,3.71,4.43,3.86
8001,13649,38850025,211306953,Lisboa,So Vicente,38.72068,-9.13054,4,120,1,6,0.23,10,65,0,1,1,1.0,0,1.0,2.0,4,4.5,4.17,4.83,4.83,4.67,4.67
8002,13650,38850213,278917600,Lisboa,So Vicente,38.71888,-9.12385,4,33,3,5,0.21,1,184,4,2,0,1.0,0,1.0,1.0,2,4.2,4.4,4.4,4.2,4.8,4.2
8003,13651,38859649,43837299,Lisboa,Misericrdia,38.71113,-9.14489,4,213,3,91,3.47,7,198,52,1,1,1.0,1,3.0,3.0,8,4.88,4.77,4.98,4.98,4.95,4.81
8004,13652,38861667,297559788,Cascais,Cascais e Estoril,38.70716,-9.4,4,51,3,50,1.91,3,326,23,1,1,1.0,1,1.0,1.0,4,4.76,4.7,4.88,4.94,4.94,4.68
8005,13655,38872547,98229262,Lisboa,Santa Maria Maior,38.71436,-9.13725,2,25,1,46,3.1,20,108,34,1,1,0.99,0,3.5,1.0,2,4.33,4.48,4.67,4.48,4.46,4.28
8006,13656,38872965,98229262,Lisboa,Santa Maria Maior,38.71425,-9.13891,2,27,1,42,1.76,20,107,24,1,1,0.99,0,2.0,1.0,2,4.38,4.6,4.62,4.64,4.52,4.4
8007,13658,38878377,297738993,Lourinh,Lourinh e Atalaia,39.26924,-9.33199,4,85,5,1,0.06,1,323,0,3,0,1.0,0,2.0,2.0,4,5.0,5.0,5.0,5.0,5.0,5.0
8008,13659,38895153,297881153,Lisboa,Misericrdia,38.70889,-9.14826,4,72,1,31,1.19,1,329,20,1,1,1.0,0,1.0,1.0,4,4.65,4.81,4.65,4.65,4.55,4.55
8009,13660,38896216,296092887,Cascais,Cascais e Estoril,38.70039,-9.43252,4,58,2,49,1.89,1,203,23,1,1,1.0,1,1.0,1.0,3,4.92,4.94,5.0,5.0,4.71,4.86
8010,13665,38921758,170772126,Mafra,Ericeira,38.97118,-9.41447,4,83,1,4,0.2,28,118,2,1,1,0.9,0,1.0,2.0,4,5.0,5.0,5.0,4.75,5.0,5.0
8011,13667,38931610,77975653,Cascais,Cascais e Estoril,38.7026,-9.41626,4,65,3,21,0.86,1,49,12,1,1,1.0,0,1.0,2.0,4,4.43,4.62,4.71,4.9,4.38,4.38
8012,13668,38933003,14789396,Lisboa,Misericrdia,38.70974,-9.14945,2,33,3,24,0.91,1,326,10,1,1,1.0,0,1.0,1.0,1,4.75,4.75,4.96,4.83,4.96,4.88
8013,13669,38937046,98490028,Lisboa,Santa Maria Maior,38.71108,-9.1396,3,20,1,3,0.11,13,365,0,4,1,0.46,0,1.0,1.0,1,3.67,4.67,4.33,4.0,5.0,3.0
8014,13672,38937050,98490028,Lisboa,Santa Maria Maior,38.71098,-9.13952,3,18,1,1,0.04,13,360,0,4,1,0.46,0,1.0,1.0,1,4.0,3.0,5.0,5.0,5.0,5.0
8015,13675,38937144,98490028,Lisboa,Santa Maria Maior,38.7125,-9.13778,3,18,1,1,0.63,13,365,1,4,1,0.46,0,1.0,1.0,1,5.0,5.0,5.0,5.0,5.0,5.0
8016,13676,38937211,98490028,Lisboa,Santa Maria Maior,38.71252,-9.13779,3,18,1,1,0.77,13,363,1,4,1,0.46,0,1.0,1.0,1,4.0,3.0,5.0,5.0,5.0,5.0
8017,13677,38937213,98490028,Lisboa,Santa Maria Maior,38.71285,-9.13858,3,22,1,2,0.08,13,357,1,4,1,0.46,0,1.0,1.0,1,3.5,3.5,3.5,4.0,5.0,4.0
8018,13678,38949074,297383246,Lisboa,Misericrdia,38.71023,-9.14976,2,125,1,3,0.19,7,342,2,1,1,1.0,0,1.0,1.0,2,4.0,4.33,4.33,5.0,5.0,4.33
8019,13679,38952507,137635529,Lisboa,Arroios,38.73403,-9.14377,4,200,3,16,0.61,3,221,0,1,1,1.0,0,2.5,2.0,4,5.0,4.88,4.94,5.0,5.0,4.94
8020,13681,38956778,53434620,Sintra,"S.Maria, S.Miguel, S.Martinho, S.Pedro Penaferrim",38.7884,-9.37764,2,19,2,50,2.1,3,0,34,1,1,1.0,0,1.0,1.0,2,4.84,4.84,4.86,4.94,4.82,4.84
8021,13683,38971308,211306953,Lisboa,Santa Maria Maior,38.71484,-9.13404,4,133,2,2,0.07,10,66,0,1,1,1.0,0,2.0,2.0,4,3.0,2.0,3.0,5.0,4.0,4.0
8022,13684,38977239,49771297,Lisboa,Santa Maria Maior,38.71336,-9.12511,4,35,1,9,1.66,2,171,9,1,0,1.0,0,1.0,2.0,3,4.78,4.89,4.89,4.78,4.89,4.78
8023,13685,38978903,131952550,Lisboa,Parque das Naes,38.77445,-9.09978,2,27,1,26,1.71,3,260,16,1,1,1.0,1,1.0,1.0,2,4.96,5.0,4.96,5.0,4.92,4.88
8024,13687,38995898,298801435,Lisboa,So Vicente,38.72031,-9.12768,4,89,3,12,0.51,1,179,7,1,1,1.0,0,2.5,2.0,4,4.67,4.67,4.92,4.83,4.75,4.33
8025,13688,39000493,59502188,Cascais,Cascais e Estoril,38.69806,-9.42821,4,97,2,13,0.55,1,53,8,1,1,1.0,0,1.0,1.0,3,5.0,4.92,5.0,5.0,4.92,4.85
8026,13689,39003990,298882414,Lisboa,Marvila,38.74156,-9.11886,4,40,3,25,1.02,1,67,16,1,0,0.8,0,1.0,1.0,2,4.48,4.56,4.72,4.68,4.0,4.4
8027,13690,39014922,1684350,Lisboa,Arroios,38.73311,-9.13845,4,85,5,40,1.55,2,17,8,2,1,1.0,0,1.0,2.0,4,4.73,4.7,4.63,4.68,4.55,4.63
8028,13691,39015894,298973441,Lisboa,Santa Maria Maior,38.71373,-9.1367,4,68,2,30,1.13,1,309,14,1,0,1.0,0,2.0,2.0,4,4.57,4.63,4.43,4.63,4.87,4.47
8029,13692,39018254,44000556,Oeiras,"Oeiras e S.Julio da Barra, Pao de Arcos e Caxias",38.69362,-9.31271,4,55,2,15,0.63,3,260,12,1,1,1.0,0,1.0,1.0,3,4.8,5.0,4.87,4.87,4.8,4.53
8030,13693,39026574,19884024,Lisboa,So Vicente,38.71461,-9.12338,4,78,1,42,1.58,13,360,25,1,1,1.0,1,1.0,1.0,2,4.86,4.81,4.9,4.88,4.93,4.83
8031,13694,39026909,8223880,Cascais,Cascais e Estoril,38.72181,-9.40597,2,45,2,13,0.49,1,180,7,1,0,1.0,0,1.0,1.0,2,4.92,4.92,5.0,5.0,4.77,5.0
8032,13695,39027241,19884024,Lisboa,So Vicente,38.71501,-9.12348,4,78,1,50,1.9,13,361,27,1,1,1.0,1,1.0,1.0,2,4.84,4.84,4.86,4.98,4.82,4.72
8033,13696,39027573,19884024,Lisboa,So Vicente,38.71501,-9.12404,4,75,1,68,2.56,13,346,27,1,1,1.0,1,1.0,1.0,2,4.84,4.9,4.85,4.9,4.84,4.76
8034,13697,39028677,299082443,Lisboa,Arroios,38.73196,-9.1376,4,59,1,3,0.11,1,260,1,1,0,1.0,0,1.0,1.0,4,4.67,4.33,5.0,5.0,5.0,4.67
8035,13699,39039529,19884024,Lisboa,So Vicente,38.71498,-9.12532,4,78,1,44,1.66,13,359,23,1,1,1.0,1,1.0,1.0,2,4.68,4.89,4.93,4.93,4.86,4.59
8036,13700,39042495,299219386,Lisboa,Misericrdia,38.70977,-9.14972,4,70,2,19,0.82,1,69,12,1,1,0.9,0,1.0,2.0,4,4.47,4.37,4.84,4.89,4.79,4.42
8037,13702,39047284,19884024,Lisboa,So Vicente,38.71408,-9.12549,4,78,1,42,1.6,13,362,23,1,1,1.0,1,1.0,1.0,2,4.67,4.83,4.81,4.86,4.88,4.64
